id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,year,score,overviewmod,genresmod,soup
13,Forrest Gump,8.477,25409,Released,1994-06-23,677387716,142,False,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,55000000,https://www.paramountmovies.com/movies/forrest-gump,tt0109830,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",92.693,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,The world will never be the same once you've seen it through the eyes of Forrest Gump.,"Comedy, Drama, Romance","Paramount, The Steve Tisch Company, Wendy Finerman Productions",United States of America,English,"vietnam war, vietnam veteran, mentally disabled, friendship, usa president, washington dc, usa, post-traumatic stress disorder (ptsd), waitress, china, based on novel or book, hippie, single parent, parent child relationship, optimism, 1970s, drug addiction, autism, alabama, black panther party, bus stop, family relationships, single mother, military, anti war protest, 1960s, college american football, mother son relationship, loving, feel-good",1994.0,8.439440609249244,"['man', 'low', 'iq', 'accomplished', 'great', 'things', 'life', 'present', 'significant', 'historic', 'events—in', 'case', 'far', 'exceeding', 'anyone', 'imagined', 'could', 'despite', 'achieved', 'one', 'true', 'love', 'eludes']","['comedy', 'drama', 'romance']",man low iq accomplished great things life present significant historic events—in case far exceeding anyone imagined could despite achieved one true love eludes comedy drama romance
671,Harry Potter and the Philosopher's Stone,7.916,25379,Released,2001-11-16,976475550,152,False,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,125000000,https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone/,tt0241527,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",185.482,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Let the magic begin.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures","United Kingdom, United States of America",English,"witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, child hero, school of witchcraft, chosen one, school, shopping, fantasy world, wizard, christmas, based on young adult novel, owl, wizarding world",2001.0,7.887080232892565,"['harry', 'potter', 'lived', 'stairs', 'aunt', 'uncles', 'house', 'whole', 'life', 'th', 'birthday', 'learns', 'hes', 'powerful', 'wizard—with', 'place', 'waiting', 'hogwarts', 'school', 'witchcraft', 'wizardry', 'learns', 'harness', 'newfound', 'powers', 'help', 'schools', 'kindly', 'headmaster', 'harry', 'uncovers', 'truth', 'parents', 'deaths—and', 'villain', 'whos', 'blame']","['adventure', 'fantasy']",harry potter lived stairs aunt uncles house whole life th birthday learns hes powerful wizard—with place waiting hogwarts school witchcraft wizardry learns harness newfound powers help schools kindly headmaster harry uncovers truth parents deaths—and villain whos blame adventure fantasy
1726,Iron Man,7.64,24874,Released,2008-04-30,585174222,126,False,/cyecB7godJ6kNHGONFjUyVN9OX5.jpg,140000000,https://www.marvel.com/movies/iron-man,tt0371746,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",72.897,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,Heroes aren't born. They're built.,"Action, Science Fiction, Adventure",Marvel Studios,United States of America,"English, Persian, Urdu, Arabic","middle east, superhero, arms dealer, malibu, based on comic, aftercreditsstinger, marvel cinematic universe (mcu), counterterrorism",2008.0,7.614859741364481,"['held', 'captive', 'afghan', 'cave', 'billionaire', 'engineer', 'tony', 'stark', 'creates', 'unique', 'weaponized', 'suit', 'armor', 'fight', 'evil']","['action', 'sciencefiction', 'adventure']",held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil action sciencefiction adventure
68718,Django Unchained,8.171,24672,Released,2012-12-25,425368238,165,False,/5Lbm0gpFDRAPIV1Cth6ln9iL1ou.jpg,100000000,http://www.unchainedmovie.com,tt1853728,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",54.224,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,"Life, liberty and the pursuit of vengeance.","Drama, Western","The Weinstein Company, Columbia Pictures",United States of America,"English, French, German","rescue, friendship, bounty hunter, texas, slavery, plantation, rivalry, revenge, shootout, racism, kindness, dentist, django, slave trade, aftercreditsstinger, black slave, agreement, 19th century, chattanooga, german, cotton plantation, plantation owner, old west, western, 1850s, mississippi",2012.0,8.137206423497448,"['help', 'german', 'bounty', 'hunter', 'freed', 'slave', 'sets', 'rescue', 'wife', 'brutal', 'mississippi', 'plantation', 'owner']","['drama', 'western']",help german bounty hunter freed slave sets rescue wife brutal mississippi plantation owner drama western
278,The Shawshank Redemption,8.702,24649,Released,1994-09-23,28341469,142,False,/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,25000000,,tt0111161,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",122.61,/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,Fear can hold you prisoner. Hope can set you free.,"Drama, Crime",Castle Rock Entertainment,United States of America,English,"prison, friendship, police brutality, corruption, based on novel or book, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover",1994.0,8.659716873343362,"['framed', 'double', 'murder', 'wife', 'lover', 'upstanding', 'banker', 'andy', 'dufresne', 'begins', 'new', 'life', 'shawshank', 'prison', 'puts', 'accounting', 'skills', 'work', 'amoral', 'warden', 'long', 'stretch', 'prison', 'dufresne', 'comes', 'admired', 'inmates', 'including', 'older', 'prisoner', 'named', 'red', 'integrity', 'unquenchable', 'sense', 'hope']","['drama', 'crime']",framed double murder wife lover upstanding banker andy dufresne begins new life shawshank prison puts accounting skills work amoral warden long stretch prison dufresne comes admired inmates including older prisoner named red integrity unquenchable sense hope drama crime
299534,Avengers: Endgame,8.263,23857,Released,2019-04-24,2800000000,181,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,356000000,https://www.marvel.com/movies/avengers-endgame,tt4154796,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",91.756,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,Avenge the fallen.,"Adventure, Science Fiction, Action",Marvel Studios,United States of America,"English, Japanese, Xhosa","superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship",2019.0,8.226557604036302,"['devastating', 'events', 'avengers', 'infinity', 'war', 'universe', 'ruins', 'due', 'efforts', 'mad', 'titan', 'thanos', 'help', 'remaining', 'allies', 'avengers', 'must', 'assemble', 'order', 'undo', 'thanos', 'actions', 'restore', 'order', 'universe', 'matter', 'consequences', 'may', 'store']","['adventure', 'sciencefiction', 'action']",devastating events avengers infinity war universe ruins due efforts mad titan thanos help remaining allies avengers must assemble order undo thanos actions restore order universe matter consequences may store adventure sciencefiction action
603,The Matrix,8.206,23815,Released,1999-03-30,463517383,136,False,/oMsxZEvz9a708d49b6UdZK1KAo5.jpg,63000000,http://www.warnerbros.com/matrix,tt0133093,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",78.564,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,Welcome to the Real World.,"Action, Science Fiction","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",United States of America,English,"man vs machine, martial arts, dream, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, simulated reality , cyberpunk, dream world, woman director, messiah, action hero, gnosticism, complex",1999.0,8.170433643491554,"['set', 'nd', 'century', 'matrix', 'tells', 'story', 'computer', 'hacker', 'joins', 'group', 'underground', 'insurgents', 'fighting', 'vast', 'powerful', 'computers', 'rule', 'earth']","['action', 'sciencefiction']",set nd century matrix tells story computer hacker joins group underground insurgents fighting vast powerful computers rule earth action sciencefiction
597,Titanic,7.9,23637,Released,1997-11-18,2264162353,194,False,/rzdPqYx7Um4FUZeD8wpXqjAUcEm.jpg,200000000,https://www.paramountmovies.com/movies/titanic,tt0120338,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",102.348,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Nothing on Earth could come between them.,"Drama, Romance","Paramount, 20th Century Fox, Lightstorm Entertainment",United States of America,"English, French, German, Swedish, Italian, Russian","epic, ship, drowning, panic, shipwreck, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, love, tragedy, tragic love, disaster, historical fiction, class differences, love affair, historical event, lifeboat, star crossed lovers, sinking ship, steerage, rich snob, disaster movie, 1910s, sunken ship, absurd, sinister, romantic, tragic",1997.0,7.869249885318045,"['yearold', 'rose', 'dewitt', 'bukater', 'tells', 'story', 'life', 'aboard', 'titanic', 'years', 'later', 'young', 'rose', 'boards', 'ship', 'mother', 'fiancé', 'meanwhile', 'jack', 'dawson', 'fabrizio', 'de', 'rossi', 'win', 'thirdclass', 'tickets', 'aboard', 'ship', 'rose', 'tells', 'whole', 'story', 'titanics', 'departure', 'death—on', 'first', 'last', 'voyage—on', 'april']","['drama', 'romance']",yearold rose dewitt bukater tells story life aboard titanic years later young rose boards ship mother fiancé meanwhile jack dawson fabrizio de rossi win thirdclass tickets aboard ship rose tells whole story titanics departure death—on first last voyage—on april drama romance
475557,Joker,8.168,23425,Released,2019-10-01,1074458282,122,False,/hO7KbdvGOtDdeg0W4Y5nKEHeDDh.jpg,55000000,http://www.jokermovie.net/,tt7286456,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",54.522,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,Put on a happy face.,"Crime, Thriller, Drama","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Canada, United States of America",English,"dream, street gang, society, psychopath, clown, villain, based on comic, murder, psychological thriller, criminal mastermind, mental illness, anarchy, character study, clown makeup, subway train, social realism, supervillain, tv host, 1980s, mother son relationship, origin story, falling into madness, depressing",2019.0,8.132487837621916,"['failed', 'standup', 'comedian', 'driven', 'insane', 'turns', 'life', 'crime', 'chaos', 'gotham', 'city', 'becoming', 'infamous', 'psychopathic', 'crime', 'figure']","['crime', 'thriller', 'drama']",failed standup comedian driven insane turns life crime chaos gotham city becoming infamous psychopathic crime figure crime thriller drama
120,The Lord of the Rings: The Fellowship of the Ring,8.402,23323,Released,2001-12-18,871368364,179,False,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,93000000,http://www.lordoftherings.net/,tt0120737,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",87.037,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,One ring to rule them all,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, magic, loss of loved one, river, fireworks, mine, maze, mountain, new zealand, castle, volcano, birthday party, addiction, uncle, fugitive, battle, death, blizzard, wizard, journey, ring, live action and animation, sword and sorcery, nz",2001.0,8.362399302061567,"['young', 'hobbit', 'frodo', 'baggins', 'inheriting', 'mysterious', 'ring', 'uncle', 'bilbo', 'must', 'leave', 'home', 'order', 'keep', 'falling', 'hands', 'evil', 'creator', 'along', 'way', 'fellowship', 'formed', 'protect', 'ringbearer', 'make', 'sure', 'ring', 'arrives', 'final', 'destination', 'mt', 'doom', 'place', 'destroyed']","['adventure', 'fantasy', 'action']",young hobbit frodo baggins inheriting mysterious ring uncle bilbo must leave home order keep falling hands evil creator along way fellowship formed protect ringbearer make sure ring arrives final destination mt doom place destroyed adventure fantasy action
122,The Lord of the Rings: The Return of the King,8.474,22334,Released,2003-12-01,1118888979,201,False,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,94000000,http://www.lordoftherings.net,tt0167260,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",99.276,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, bravery, suspicion, volcano, addiction, honor, royalty, troll, brutality, ghost, wizard, quest, live action and animation, sword and sorcery",2003.0,8.431412758699006,"['aragorn', 'revealed', 'heir', 'ancient', 'kings', 'gandalf', 'members', 'broken', 'fellowship', 'struggle', 'save', 'gondor', 'saurons', 'forces', 'meanwhile', 'frodo', 'sam', 'take', 'ring', 'closer', 'heart', 'mordor', 'dark', 'lords', 'realm']","['adventure', 'fantasy', 'action']",aragorn revealed heir ancient kings gandalf members broken fellowship struggle save gondor saurons forces meanwhile frodo sam take ring closer heart mordor dark lords realm adventure fantasy action
